"";"player_id";"firstname";"lastname";"birthdate";"birth_country";"birth_state";"birth_city";"pos";"team";"number";"status";"depth_chart";"height";"weight";"highschool";"college";"experience";"practice";"injurystatus";"injurybodypart";"injurystart";"espn_id";"fantasy_data_id";"gsis_id";"pandascore_id";"rotowire_id";"rotoworld_id";"sportsradar_id";"stats_id";"yahoo_id";"act_year";"inleaguesince"
"1200";"7481";"Chase";"Harrell";"1997-05-16";NA;NA;NA;"TE";"SF";"83";"Practice Squad";"5";"6'4""";"249";NA;"Arkansas";"0";NA;NA;NA;NA;"3880416";"22456";NA;NA;"14767";NA;"31815cf3-6f59-439c-9a10-8548151da1f8";NA;"33198";2020;2020
"1201";"1902";"Pierre";"Desir";"1990-09-08";NA;NA;NA;"CB";"NYJ";"35";"Active";"1";"6'1""";"192";NA;"Lindenwood";"6";NA;"Questionable";NA;NA;"16948";"16128";"00-0031331";NA;"9367";"9357";"f8f7a845-ae30-404c-8800-66bd643b6d2d";"473659";"27655";2020;2014
"1202";"3331";"Jatavis";"Brown";"1994-02-18";NA;NA;NA;"OLB";NA;NA;"Inactive";"1";"5'11""";"221";NA;"Akron";"4";NA;"NA";NA;NA;"2971929";"18092";"00-0032895";NA;"11225";NA;"5a0c79a3-fd9e-4914-b3e1-27aae59d86fe";NA;"29409";2020;2016
"1203";"778";"RJ";"Stanford";"1988-05-06";NA;NA;NA;"CB";NA;"41";"Inactive";NA;"5'11""";"184";NA;"Utah";"4";NA;NA;NA;NA;"13463";"12611";NA;NA;NA;NA;"2f526bf9-67bd-423d-8a5e-f8cbd5db1096";NA;NA;2020;2016
"1204";"3119";"Steve";"Spagnuolo";NA;NA;NA;NA;NA;NA;"0";"Inactive";NA;"";"";NA;NA;"0";NA;NA;NA;NA;NA;"17873";NA;NA;NA;"10323";"";NA;NA;2020;2020
"1205";"5127";"Kyle";"Allen";"1996-03-08";NA;NA;NA;"QB";"WAS";"8";"Active";"2";"6'3""";"210";NA;"Houston";"2";NA;NA;NA;NA;"3115293";"20053";"00-0034577";NA;"12623";"13495";"d2023f5b-f73b-43ad-a816-f10dadfdfaed";"822350";"31301";2020;2018
"1206";"3822";"Kelby";"Johnson";"1993-03-14";NA;NA;NA;"OT";NA;"67";"Inactive";NA;"6'7""";"301";NA;"Louisville";"0";NA;NA;NA;NA;NA;"18639";NA;NA;"11412";NA;"8c7238d8-d5e6-40c1-baf5-511e102d3766";NA;"29928";2020;2020
"1207";"5167";"Dalton";"Sturm";"1995-09-15";NA;NA;NA;"QB";NA;"1";"Inactive";NA;"6'1""";"206";NA;"None";"2";NA;NA;NA;NA;"3124037";"20121";NA;NA;"13071";NA;"d02e1954-cac4-481f-b88a-6153840471cc";"835486";"31279";2020;2018
"1208";"4968";"Tremaine";"Edmunds";"1998-05-02";NA;NA;NA;"ILB";"BUF";"49";"Active";"1";"6'5""";"250";NA;"Virginia Tech";"2";NA;NA;NA;NA;"3929950";"19836";"00-0034673";NA;"12612";"13121";"88976fed-0ffd-40a8-98ea-0c6c55010000";NA;"30986";2020;2018
"1209";"822";"Tandon";"Doss";"1989-09-22";NA;NA;NA;"WR";NA;"17";"Inactive";NA;"6'2""";"207";NA;"Indiana";"5";NA;NA;NA;NA;"14190";"12816";NA;NA;NA;NA;"36e8d27f-0dae-42a9-9d57-f34fbd325a6f";"463844";"24910";2020;2015
"1210";"3452";"Tyler";"Johnstone";"1992-09-29";NA;NA;NA;"OT";NA;"70";"Inactive";"3";"6'5""";"301";NA;"Oregon";"0";NA;NA;NA;NA;NA;"18216";NA;NA;"11073";NA;"05d61ac1-b552-4628-b267-211cd1db9aee";NA;"29520";2020;2020
"1211";"6174";"Chris";"Slayton";"1996-08-01";NA;NA;NA;"NT";NA;NA;"Inactive";NA;"6'4""";"307";NA;"Syracuse";"1";NA;NA;NA;NA;"3124015";"20942";" 00-0035004";NA;"13707";NA;"f413306f-0134-467d-82d0-df73f5f7bbe5";"836233";"32077";2020;2019
"1212";"3937";"Jesse";"Schmitt";"1992-08-25";NA;NA;NA;"LS";NA;"46";"Inactive";NA;"6'2""";"250";NA;"Purdue";"1";NA;NA;NA;NA;"2511678";"18770";NA;NA;"11655";NA;"5fc7a4c8-da5b-43d1-be2e-c62c37090bfc";NA;"30064";2020;2019
"1213";"4445";"Keon";"Hatcher";"1994-09-11";NA;NA;NA;"WR";NA;NA;"Inactive";NA;"6'1""";"215";NA;"Arkansas";"3";NA;NA;NA;NA;"2980061";"19306";"00-0033441";NA;"11858";NA;"2f7650ef-1dcf-40f2-8ce5-f2090b6bc325";"693822";"30629";2020;2017
"1214";"816";"Kenrick";"Ellis";"1987-12-02";NA;NA;NA;"NT";NA;"72";"Inactive";"3";"6'5""";"330";NA;"Hampton";"6";NA;NA;NA;NA;"14057";"12792";NA;NA;"7471";NA;"a8ec0a86-f1aa-46a5-a723-adf7ee2d5598";NA;"24881";2020;2014
"1215";"7195";"John";"Daka";"1997-12-02";NA;NA;NA;"OLB";NA;NA;"Inactive";NA;"6'2""";"240";NA;"James Madison";"0";NA;NA;NA;NA;"4028749";"22197";NA;NA;"15047";NA;"3df59064-f94f-41f2-83d0-bad6f07abf07";NA;"32995";2020;2020
"1216";"6744";"Greg";"Ward";"1995-07-12";NA;NA;NA;"WR";"PHI";"84";"Active";"1";"5'11""";"190";NA;"Houston";"3";NA;NA;NA;NA;"3040035";"19705";"00-0033733";NA;"11883";"12815";"0832c8ad-0872-446f-ad6e-0e309e8443d1";"741292";"30715";2020;2017
"1217";"3297";"Tajaé";"Sharpe";"1994-12-23";NA;NA;NA;"WR";"MIN";"11";"Active";"2";"6'2""";"194";NA;"Massachusetts";"4";NA;NA;NA;NA;"2982828";"18058";"00-0032778";NA;"11003";"11325";"b4e5a9af-6d00-4d51-9bb9-c7d5f69898df";"703270";"29374";2020;2016
"1218";"5764";"Juante";"Baldwin";"1994-10-24";NA;NA;NA;"CB";NA;"40";"Inactive";NA;"5'11""";"188";NA;"None";"2";NA;NA;NA;NA;"4327530";"20671";"00-0034821";NA;"12873";NA;"5c6f3e4a-dee5-4aae-a128-14d638293a75";NA;"31756";2020;2018
"1219";"1568";"Stedman";"Bailey";"1990-11-11";NA;NA;NA;"WR";NA;"12";"Inactive";"2";"5'10""";"193";NA;"West Virginia";"7";NA;NA;NA;NA;"15822";"15216";NA;NA;"8616";"8380";"bdf9b438-3ec5-485b-ab9c-bbce34e5e306";"513828";"26715";2020;2013
"1220";"5487";"Jake";"Campos";"1994-10-18";NA;NA;NA;"OT";NA;"63";"Inactive";NA;"6'8""";"305";NA;"None";"2";NA;NA;NA;NA;"3039942";"20125";"00-0034550";NA;"13249";NA;"11e233cf-0f59-40b1-b59c-f5f3bb06bc7e";NA;"31285";2020;2018
"1221";"3525";"Stephane";"Nembot";"1991-12-07";NA;NA;NA;"OT";NA;"67";"Inactive";"2";"6'7""";"322";NA;"Colorado";"3";NA;NA;NA;NA;"2576943";"18291";NA;NA;"11144";NA;"f35c68e0-d1fd-43d4-a00b-8068d2dddda7";NA;"29755";2020;2017
"1222";"5386";"Matthew";"McCrane";"1994-09-08";NA;NA;NA;"K";NA;"3";"Inactive";NA;"5'9""";"166";NA;"None";"2";NA;NA;NA;NA;"3052413";"20466";"00-0034479";NA;"12712";"13503";"bd49c4a4-1314-45e1-bff5-fc67ba41d1dd";"733640";"31310";2020;2018
"1223";"7166";"T.J.";"Carter";"1998-09-15";NA;NA;NA;"DE";NA;NA;"Inactive";"3";"6'4""";"289";NA;"Kentucky";"0";NA;NA;NA;NA;NA;"22168";NA;NA;"15098";NA;"c57e6ac8-b427-4c99-9cd0-763651d53268";NA;"33074";2020;2020
"1224";"3545";"Rashod";"Hill";"1992-01-12";NA;NA;NA;"OT";"MIN";"69";"Active";"2";"6'6""";"313";NA;"Southern Mississippi";"4";NA;NA;NA;NA;"2575446";"18315";"00-0032520";NA;"11470";NA;"6ca35fe6-900c-4903-aa23-a5ca55ac6a3d";NA;"29509";2020;2016
"1225";"289";"Drew";"Brees";"1979-01-15";NA;NA;NA;"QB";"NO";"9";"Active";"1";"6'0""";"209";NA;"Purdue";"19";NA;NA;NA;NA;"2580";"7242";"00-0020531";NA;"2178";"591";"bb5957e6-ce7d-47ab-8036-22191ffc1c44";"25598";"5479";2020;2001
"1226";"5413";"Shane";"Tripucka";"1995-04-10";NA;NA;NA;"P";NA;"2";"Inactive";NA;"6'3""";"211";NA;"None";"2";NA;NA;NA;NA;"3051820";"20426";"00-0034576";NA;"12695";NA;"80f0f41f-1b81-4552-bcc8-407d96add7c7";NA;"31689";2020;2018
"1227";"322";"Antonio";"Gates";"1980-06-18";NA;NA;NA;"TE";NA;"85";"Inactive";NA;"6'4""";"260";NA;"Kent State";"17";NA;NA;NA;NA;"5362";"7884";"00-0021547";NA;"3172";"611";"82da09c2-e542-4f7d-87d9-24dfd8e014de";"234249";"6663";2020;2003
"1228";"5192";"Ralph";"Webb";"1994-11-21";NA;NA;NA;"RB";NA;NA;"Inactive";NA;"5'10""";"200";NA;"Vanderbilt";"2";NA;NA;NA;NA;"3051762";"20166";"00-0034596";NA;"12744";NA;"e8a4e5aa-f17b-49fe-8b8b-8efac0fc40f4";"744665";"31653";2020;2018
"1229";"1483";"Steve";"Williams";"1991-03-07";NA;NA;NA;"CB";NA;"21";"Inactive";"3";"5'9""";"181";NA;"California";"4";NA;NA;NA;NA;"2468497";"15080";NA;NA;"7725";NA;"22411e80-4355-491b-8359-f02e2c3b18d1";NA;"26768";2020;2016
"1230";"3386";"Thomas";"Duarte";"1995-03-30";NA;NA;NA;"TE";NA;"83";"Inactive";NA;"6'2""";"231";NA;"UCLA";"4";NA;NA;NA;NA;"3047558";"18147";"00-0033061";NA;"10820";NA;"6b56abc0-6d5a-47f2-84ea-43584ac9b288";"744676";"29465";2020;2016
"1231";"2698";"Abou";"Toure";"1991-02-24";NA;NA;NA;"RB";NA;"38";"Inactive";NA;"6'2""";"231";NA;"Tennessee-Martin";"1";NA;NA;NA;NA;"2971811";"17166";NA;NA;"10562";NA;"08952d08-1dca-466f-b328-036013eb5900";"693284";"29088";2020;2019
"1232";"5228";"J.T.";"Barrett";"1995-01-23";NA;NA;NA;"QB";NA;NA;"Inactive";NA;"6'2""";"225";NA;"Ohio State";"2";NA;NA;NA;NA;"3040507";"20142";"00-0034126";NA;"12657";"13372";"b6f50b3b-0b8b-4318-be6d-b6677616a3c6";"728319";"31365";2020;2018
"1233";"1979";"Blake";"Bortles";"1992-04-28";NA;NA;NA;"QB";NA;NA;"Inactive";"8";"6'5""";"236";NA;"Central Florida";"6";NA;NA;NA;NA;"16724";"16245";"00-0031407";NA;"9277";"9320";"6723249c-5fb5-4b0a-9373-cb59cdc99ec8";"562537";"27531";2020;2014
"1234";"513";"Sergio";"Brown";"1988-05-22";NA;NA;NA;"FS";NA;"38";"Inactive";NA;"6'2""";"210";NA;"Notre Dame";"6";NA;NA;NA;NA;"13541";"10968";NA;NA;"6967";NA;"bd0fd245-64ec-45ee-ac8d-b0072239ea63";NA;"24292";2020;2014
"1235";"2409";"James";"Sample";"1992-06-23";NA;NA;NA;"SS";NA;"36";"Inactive";"3";"6'2""";"209";NA;"Louisville";"2";NA;NA;NA;NA;"2578381";"16865";NA;NA;"10397";NA;"8b14dc16-b82c-446b-b246-08c2c592ce9e";"608015";"28492";2020;2018
"1236";"6165";"Antoine";"Wesley";"1997-10-22";NA;NA;NA;"WR";"BAL";"84";"Injured Reserve";"3";"6'4""";"206";NA;"Texas Tech";"1";NA;"IR";"Shoulder";"2020-08-22";"4043161";"20979";" 00-0035126";NA;"13447";NA;"8e43eb21-92e4-4720-8766-c9204259c063";"924946";"32317";2020;2019
"1237";"5779";"Blake";"Jackson";"1994-03-07";NA;NA;NA;"WR";NA;"12";"Inactive";"4";"5'10""";"200";NA;"Mary Hardin-Baylor";"2";NA;NA;NA;NA;"2975813";"20682";"00-0034864";NA;"13407";NA;"0b4213fc-6c2a-477d-b4c0-0983e16aa3fb";"692014";"31775";2020;2018
"1238";"6539";"Devontae";"Jackson";"1995-04-27";NA;NA;NA;"RB";NA;"48";"Inactive";"9";"5'7""";"172";NA;"West Georgia";"1";NA;NA;NA;NA;"4422215";"21367";" 00-0034935";NA;"14061";NA;"d2166e46-897f-46e6-9f86-fd98b9f3f3b8";"1166782";"32400";2020;2019
"1239";"3217";"Jihad";"Ward";"1994-05-11";NA;NA;NA;"OLB";"BAL";"53";"Active";"2";"6'5""";"287";NA;"Illinois";"4";NA;NA;NA;NA;"3115914";"17978";"00-0033046";NA;"10891";"11330";"852b00dd-fd1c-4edb-809d-912a6472cd07";"830687";"29278";2020;2016
"1240";"3780";"Cedric";"O'Neal";"1994-01-29";NA;NA;NA;"RB";NA;"44";"Inactive";"6";"5'11""";"212";NA;"Valdosta State";"3";NA;NA;NA;NA;"3016887";"18593";NA;NA;"11536";NA;"c5d8c777-2f40-4e80-bf09-c5985aef2de6";"915105";"29681";2020;2017
"1241";"3733";"Shakeel";"Rashad";"1994-03-17";NA;NA;NA;"ILB";NA;"42";"Inactive";"3";"6'2""";"235";NA;"North Carolina";"3";NA;NA;NA;NA;"2970012";"18544";NA;NA;"11472";NA;"13e1de67-6076-430d-9524-cab752f7ce44";NA;"29804";2020;2017
"1242";"81";"Randy";"Starks";"1983-12-14";NA;NA;NA;"DE";NA;"94";"Inactive";NA;"6'3""";"305";NA;"Maryland";"12";NA;NA;NA;NA;"5596";"2253";NA;NA;"3782";NA;"b0600599-7dde-4f86-a9a8-4a94ab54d609";NA;"6830";2020;2008
"1243";"209";"Jonathan";"Babineaux";"1981-10-12";NA;NA;NA;"DT";NA;"95";"Inactive";"2";"6'2""";"288";NA;"Iowa";"12";NA;NA;NA;NA;"8473";"5315";NA;NA;"4484";NA;"691fb762-1b61-420c-8ef6-91e66b2aeecf";NA;"7235";2020;2008
"1244";"7344";"Jonah";"Williams";"1995-08-17";NA;NA;NA;"DE";"LAR";"62";"Practice Squad";NA;"6'5""";"275";NA;"Weber State";"0";NA;NA;NA;NA;"4032481";"22332";NA;NA;"14980";NA;"d92a275a-a102-4768-965b-60fffe155288";NA;"33263";2020;2020
"1245";"26";"Roman";"Harper";"1982-12-11";NA;NA;NA;"SS";NA;"41";"Inactive";NA;"6'0""";"200";NA;"Alabama";"10";NA;NA;NA;NA;"9629";"734";NA;NA;"4968";"3697";"682a7396-9280-487f-aabf-561d0334bddd";NA;"7792";2020;2010
"1246";"3776";"Quentin";"Gause";"1992-10-30";NA;NA;NA;"ILB";NA;"49";"Inactive";"3";"6'0""";"232";NA;"Rutgers";"3";NA;NA;NA;NA;"2582402";"18589";NA;NA;"11531";NA;"a6d63e36-a83b-49a9-8bff-506430e1d799";NA;"29674";2020;2017
"1247";"3518";"Connor";"Wujciak";"1992-09-24";NA;NA;NA;"DT";NA;"78";"Inactive";NA;"6'2""";"291";NA;"Boston College";"3";NA;NA;NA;NA;"2576478";"18284";NA;NA;"10939";NA;"dfccc0db-1bad-4eed-8a8a-904aa65c6173";NA;"29688";2020;2017
"1248";"5689";"Josh";"Fatu";"1996-03-08";NA;NA;NA;"DT";NA;"97";"Inactive";NA;"6'2""";"319";NA;"None";"2";NA;NA;NA;NA;"4035707";"20278";"00-0034638";NA;"13194";NA;"3555b24f-ed5c-41a3-aead-34e7b64d5c4b";NA;"31633";2020;2018
"1249";"242";"Brent";"Grimes";"1983-07-19";NA;NA;NA;"CB";NA;"24";"Inactive";NA;"5'10""";"185";NA;"Shippensburg - PA";"14";NA;NA;NA;NA;"10913";"6078";"00-0024183";NA;"5848";"4562";"7979b613-6dbf-4534-8166-6430433c1ec3";"296297";"8607";2020;2006
"1250";"5100";"Jordan";"Wilkins";"1994-07-18";NA;NA;NA;"RB";"IND";"20";"Active";"4";"6'1""";"216";NA;"Mississippi";"2";NA;NA;NA;NA;"3051891";"19979";"00-0034400";NA;"12942";"13276";"070850a3-7387-4836-b3eb-b1c8f8731aab";"749205";"31139";2020;2018
"1251";"1834";"Malcolm";"Butler";"1990-03-02";NA;NA;NA;"CB";"TEN";"21";"Active";"1";"5'11""";"190";NA;"West Alabama";"6";NA;NA;NA;NA;"17435";"16035";"00-0031218";NA;"9944";"10172";"ab49bafe-7023-46ce-9606-9a9823eabee6";"704242";"28244";2020;2014
"1252";"1039";"Tavon";"Wilson";"1990-03-19";NA;NA;NA;"SS";"IND";"31";"Active";"2";"6'0""";"208";NA;"Illinois";"8";NA;NA;NA;NA;"14977";"13753";"00-0029410";NA;"8209";"7537";"cbe81592-1ee2-4bf1-870a-2578c4c8267e";NA;"25758";2020;2012
"1253";"2545";"Geoff";"Swaim";"1993-09-16";NA;NA;NA;"TE";"TEN";"87";"Active";"4";"6'4""";"245";NA;"Texas  ";"5";NA;NA;NA;NA;"3046704";"17005";"00-0032141";NA;"10507";"10617";"d0f9112d-2496-450a-9fc5-d2d01b4d2454";"728021";"28634";2020;2015
"1254";"5477";"Reggie";"Hunter";"1994-01-02";NA;NA;NA;"LB";NA;"47";"Inactive";NA;"5'11""";"240";NA;"None";"2";NA;NA;NA;NA;"3056831";"20458";"00-0034518";NA;"13039";NA;"4916c90c-11e8-44d8-be62-67806f9efcdf";NA;"31264";2020;2018
"1255";"4858";"Ken";"Norton Jr.";NA;NA;NA;NA;NA;NA;"0";"Inactive";NA;"";"";NA;NA;"0";NA;NA;NA;NA;NA;"19759";NA;NA;NA;"10354";"";NA;NA;2020;2020
"1256";"4454";"Kendrick";"Bourne";"1995-08-04";NA;NA;NA;"WR";"SF";"84";"Active";"1";"6'1""";"203";NA;"Eastern Washington";"3";NA;NA;NA;NA;"3045523";"19318";"00-0033307";NA;"11847";"12677";"5aba3610-ab55-4922-ac46-806ded5eb8bf";"754412";"30551";2020;2017
"1257";"1421";"Chance";"Warmack";"1991-09-14";NA;NA;NA;"G";"SEA";"65";"Voluntary Opt Out";NA;"6'2""";"323";NA;"Alabama";"7";NA;"DNR";NA;NA;"15814";"14981";"00-0030593";NA;"8701";"8418";"cf45fa8d-13e0-4c16-a9eb-301b090ef83a";NA;"26633";2020;2013
"1258";"6911";"Brandon";"Jones";"1998-04-02";NA;NA;NA;"S";"MIA";"29";"Active";"2";"6'0""";"191";NA;"Texas";"0";NA;NA;NA;NA;"4039059";"21927";NA;NA;"14696";NA;"f0c60c6e-513b-40df-9794-d555ed59202f";NA;"32740";2020;2020
"1259";"5659";"John";"Atkins";"1992-12-21";NA;NA;NA;"DT";"DET";"99";"Voluntary Opt Out";NA;"6'3""";"320";NA;"Georgia";"2";NA;"DNR";NA;NA;"3043127";"20330";"00-0034586";NA;"12910";NA;"648bcdd5-7239-41b4-b346-a2424f6c01d3";NA;"31647";2020;2018
"1260";"2621";"Terron";"Ward";"1992-02-15";NA;NA;NA;"RB";NA;"28";"Inactive";NA;"5'6""";"203";NA;"Oregon State";"5";NA;NA;NA;NA;"2577023";"17089";NA;NA;"10596";NA;"003f8716-bc1a-4328-9a98-80ed932eb4e5";"590686";"28832";2020;2015
"1261";"5865";"Dre'Mont";"Jones";"1997-01-05";NA;NA;NA;"DE";"DEN";"93";"Active";"2";"6'3""";"281";NA;"Ohio State";"1";NA;NA;NA;NA;"3915525";"20842";" 00-0035678";NA;"13451";NA;"92c8bc67-756d-4e3c-981c-3df010e15e2d";NA;"31903";2020;2019
"1262";"713";"Kendrick";"Lewis";"1986-06-16";NA;NA;NA;"SS";NA;"28";"Inactive";NA;"6'0""";"198";NA;"Mississippi";"10";NA;NA;NA;NA;"13404";"12212";"00-0027736";NA;"6653";NA;"07ab211c-4733-4336-b59a-2137f3efe5e8";"334724";"24112";2020;2010
"1263";"4539";"Greg";"Pyke";"1993-06-04";NA;NA;NA;"G";NA;"68";"Inactive";"3";"6'5""";"319";NA;"Georgia";"3";NA;NA;NA;NA;"2977653";"19418";"00-0033618";NA;"12148";NA;"324274e2-f7d1-40b8-b5c8-4cf58fda42fd";NA;"30599";2020;2017
"1264";"4549";"Rashaad";"Coward";"1994-11-06";NA;NA;NA;"G";"CHI";"69";"Active";"2";"6'5""";"326";NA;"Old Dominion";"3";NA;NA;NA;NA;"3060134";"19429";"00-0033631";NA;"12469";NA;"b4473469-2593-4c7f-8b41-729e1ddb08f6";NA;"30718";2020;2017
"1265";"4041";"Jay";"Gruden";NA;NA;NA;NA;NA;NA;"0";"Inactive";NA;"";"";NA;NA;"0";NA;NA;NA;NA;NA;"18884";NA;NA;NA;"9295";"";NA;NA;2020;2020
"1266";"5542";"Naashon";"Hughes";"1995-07-15";NA;NA;NA;"ILB";NA;"55";"Inactive";NA;"6'4""";"250";NA;"None";"2";NA;NA;NA;NA;"3046694";"20287";"00-0034181";NA;"13112";NA;"d6fffab3-1d96-416b-8f9f-fbdff691f33d";NA;"31434";2020;2018
"1267";"3584";"Marcus";"Leak";"1992-11-19";NA;NA;NA;"WR";NA;"85";"Inactive";NA;"5'11""";"216";NA;"Maryland";"3";NA;NA;NA;NA;"2577081";"18363";NA;NA;"11254";NA;"6ba2265a-b23d-4384-9795-df464df50b6f";"605445";"29602";2020;2017
"1268";"1869";"Derrick";"Hopkins";"1991-12-16";NA;NA;NA;"NT";NA;"79";"Inactive";NA;"6'0""";"309";NA;"Virginia Tech";"1";NA;NA;NA;NA;"17171";"16085";NA;NA;NA;NA;"b8776915-600a-4910-9608-beaf5d575f0e";NA;NA;2020;2019
"1269";"5206";"Trevor";"Daniel";"1994-12-08";NA;NA;NA;"P";NA;NA;"Inactive";NA;"6'1""";"231";NA;"Tennessee";"2";NA;NA;NA;NA;"3044725";"20141";"00-0034626";NA;"12925";NA;"927dfc54-48f1-4566-a58d-a1351e8ad704";NA;"31579";2020;2018
"1270";"1300";"Kaelin";"Burnett";"1989-09-06";NA;NA;NA;"OLB";NA;"58";"Inactive";NA;"6'4""";"234";NA;"Nevada";"4";NA;NA;NA;NA;"15324";"14774";NA;NA;NA;NA;"f2519187-33ed-442a-bf46-c312116e961d";NA;NA;2020;2016
"1271";"2920";"Jeret";"Smith";"1993-02-05";NA;NA;NA;"WR";NA;"8";"Inactive";NA;"5'10""";"211";NA;"McMurry";"0";NA;NA;NA;NA;NA;"17388";NA;NA;NA;NA;"d1a27ba5-f43b-4cd4-8744-097842829626";"613046";"29157";2020;2020
"1272";"7021";"Rico";"Dowdle";"1998-01-06";NA;NA;NA;"RB";"DAL";"42";"Active";"4";"6'0""";"216";NA;"South Carolina";"0";NA;NA;NA;NA;"4038815";"21952";NA;NA;"14657";NA;"bba755a2-63b6-4ac1-b806-0609816135de";NA;"33100";2020;2020
"1273";"2623";"Robenson";"Therezie";"1991-08-05";NA;NA;NA;"SS";NA;"40";"Inactive";NA;"5'9""";"212";NA;"Auburn";"5";NA;NA;NA;NA;"2574553";"17091";"00-0031680";NA;"10692";NA;"e73ef17d-9ef4-4469-bcb2-0841c3c4d27f";"593302";"28830";2020;2015
"1274";"6808";"Josh";"Jones";"1997-06-22";NA;NA;NA;"OL";"ARI";"79";"Active";"1";"6'5""";"319";NA;"Houston";"0";NA;NA;NA;NA;"3914630";"22029";NA;NA;"14584";NA;"476d6de7-0d10-4f9c-96c9-2bd289052dce";NA;"32742";2020;2020
"1275";"5628";"Cavon";"Walker";"1994-07-04";NA;NA;NA;"DT";NA;NA;"Inactive";"3";"6'2""";"278";NA;"Maryland";"2";NA;NA;NA;NA;"3053054";"20110";"00-0034605";NA;"13244";NA;"e34d2f84-e5ec-4818-a54c-94176e515a90";NA;"31669";2020;2018
"1276";"391";"Ryan";"Succop";"1986-09-19";NA;NA;NA;"K";"TB";"3";"Active";"1";"6'3""";"218";NA;"South Carolina";"11";NA;NA;NA;NA;"12731";"8750";"00-0026968";NA;"6150";"5461";"ecc4f0c1-64e0-46cc-9b58-91c2b215e62a";"296494";"9520";2020;2009
"1277";"2842";"Andrae";"Kirk";"1993-08-27";NA;NA;NA;"OLB";NA;"49";"Inactive";NA;"6'2""";"225";NA;"Florida Atlantic";"0";NA;NA;NA;NA;"2572965";"17310";NA;NA;NA;NA;"0780bf13-c109-4926-b623-e1aa7a4a3a7a";NA;NA;2020;2020
"1278";"6426";"Chandler";"Brewer";"1997-06-21";NA;NA;NA;"OT";"LAR";"67";"Voluntary Opt Out";NA;"6'6""";"320";NA;"Middle Tennessee State";"1";NA;"DNR";NA;NA;"3914440";"21330";" 00-0035623";NA;"14016";NA;"8ef99bbe-602c-4796-aa04-833f357991ba";NA;"32126";2020;2019
"1279";"4985";"Rashaad";"Penny";"1996-02-02";NA;NA;NA;"RB";"SEA";"20";"Physically Unable to Perform";"6";"5'11""";"220";NA;"San Diego State";"2";NA;"PUP";"Knee";"2020-08-03";"3139925";"19799";"00-0034750";NA;"12830";"13143";"2b119688-83b5-4d19-acbf-fa2087035fae";"840691";"30997";2020;2018
"1280";"4049";"Bradley";"Sylve";"1993-01-29";NA;NA;NA;"CB";NA;"41";"Inactive";"3";"5'11""";"180";NA;"Alabama";"2";NA;NA;NA;NA;"2578482";"18893";NA;NA;"12189";NA;"6b2ca87f-0afd-4cb0-a108-f3954d1fd9c2";NA;"30108";2020;2018
"1281";"271";"Greg";"Warren";"1981-10-18";NA;NA;NA;"LS";NA;"60";"Inactive";NA;"6'3""";"252";NA;"North Carolina";"13";NA;NA;NA;NA;"9306";"6797";NA;NA;"9120";NA;"80dbdd1a-0738-4c7a-baa7-cbc72040293d";NA;"7491";2020;2007
"1282";"3726";"Peter";"Mortell";"1992-12-29";NA;NA;NA;"P";NA;"1";"Inactive";"3";"6'1""";"190";NA;"Minnesota";"0";NA;NA;NA;NA;"2576320";"18534";NA;NA;"11452";NA;"5e4137f7-02d5-4bed-a6c7-965d6fdccb10";NA;"29737";2020;2020
"1283";"4459";"Jimmie";"Gilbert";"1994-11-09";NA;NA;NA;"OLB";NA;"47";"Inactive";NA;"6'5""";"230";NA;"Colorado";"2";NA;NA;NA;NA;"3052109";"19323";NA;NA;"12182";NA;"8be4e402-997b-47e3-9381-f465cb1cfce3";NA;"30556";2020;2018
"1284";"3032";"Lavance";"Taylor";NA;NA;NA;NA;"RB";NA;"0";"Inactive";NA;"";"";NA;NA;NA;NA;NA;NA;NA;NA;"17719";NA;NA;NA;NA;"";"864275";NA;2020;NA
"1285";"151";"Lavelle";"Hawkins";"1986-07-12";NA;NA;NA;"WR";NA;"15";"Inactive";NA;"5'11""";"194";NA;"California";"7";NA;NA;NA;NA;NA;"4075";NA;NA;NA;NA;"ce1ffa7a-d7f2-43b9-84b2-380d54c64fb9";NA;NA;2020;2013
"1286";"2861";"Jacoby";"Glenn";"1993-08-04";NA;NA;NA;"CB";NA;NA;"Inactive";NA;"6'0""";"185";NA;"Central Florida";"5";NA;NA;NA;NA;"2972442";"17329";NA;NA;"10068";NA;"76823345-f05f-4337-a4fd-f9b173440305";"693682";"28702";2020;2015
"1287";"3049";"Terry";"Poole";"1992-02-27";NA;NA;NA;"OT";NA;"69";"Inactive";"2";"6'5""";"307";NA;"San Diego State";"2";NA;NA;NA;NA;"2976121";"17764";NA;NA;"10457";NA;"a899230a-ae9d-4158-9208-eb3b18a49f8a";NA;"28518";2020;2018
"1288";"2550";"Taurean";"Nixon";"1991-02-07";NA;NA;NA;"CB";NA;"31";"Inactive";"3";"6'0""";"183";NA;"Tulane";"5";NA;NA;NA;NA;"2515587";"17010";"00-0032157";NA;"10505";NA;"4f260130-570b-4a37-9f17-193b6c9cc025";NA;"28639";2020;2015
"1289";"5780";"Adam";"Reth";"1994-08-06";NA;NA;NA;"DE";NA;"71";"Inactive";NA;"6'4""";"284";NA;"Northern Iowa";"2";NA;NA;NA;NA;"3049025";"20683";"00-0034865";NA;"13376";NA;"6904f89f-c6f3-42fe-add6-54ba80ee04dc";NA;"31776";2020;2018
